client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
O-20250502-140000-MACD-000-301,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-148,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-979,MARKET,BUY,0.0100,GTC,True,False,0.0100,TAKER,1836.16,0.0,['0.00918080 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,48394f60-1662-429a-985b-ed816d58c321,2025-05-02 14:00:00+00:00,2025-05-02 14:00:00+00:00
O-20250502-140000-MACD-000-302,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-149,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-980,MARKET,BUY,0.0100,GTC,False,False,0.0100,TAKER,1836.16,0.0,['0.00918080 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,d450952e-9a43-4a13-bed0-c6d4999f2356,2025-05-02 14:00:00+00:00,2025-05-02 14:00:00+00:00
O-20250502-140300-MACD-000-303,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-154,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-987,MARKET,BUY,0.0100,GTC,True,False,0.0100,TAKER,97088.1,0.0,['0.48544050 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,228608aa-5f41-4995-b845-483d3413e0f9,2025-05-02 14:03:00+00:00,2025-05-02 14:03:00+00:00
O-20250502-140300-MACD-000-304,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-155,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-988,MARKET,BUY,0.0100,GTC,False,False,0.0100,TAKER,97088.1,0.0,['0.48544050 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,36231d42-3947-4c29-9afa-9f58a1f621e5,2025-05-02 14:03:00+00:00,2025-05-02 14:03:00+00:00
O-20250502-150900-MACD-000-305,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-150,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1004,MARKET,SELL,0.0100,GTC,True,False,0.0100,TAKER,1844.0,0.0,['0.00922000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,dc218281-0fe3-45b7-9f19-8395ae5bef82,2025-05-02 15:09:00+00:00,2025-05-02 15:09:00+00:00
O-20250502-150900-MACD-000-306,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-151,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1005,MARKET,SELL,0.0100,GTC,False,False,0.0100,TAKER,1844.0,0.0,['0.00922000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,0be09796-4519-4a4d-858e-76c7239d5166,2025-05-02 15:09:00+00:00,2025-05-02 15:09:00+00:00
O-20250502-151200-MACD-000-307,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-156,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1012,MARKET,SELL,0.0100,GTC,True,False,0.0100,TAKER,97500.1,0.0,['0.48750050 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,65c1535d-0260-40c2-b017-2241027112a3,2025-05-02 15:12:00+00:00,2025-05-02 15:12:00+00:00
O-20250502-151200-MACD-000-308,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-157,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1013,MARKET,SELL,0.0100,GTC,False,False,0.0100,TAKER,97500.1,0.0,['0.48750050 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,8482403a-1203-4650-82ec-c45574e792ea,2025-05-02 15:12:00+00:00,2025-05-02 15:12:00+00:00
O-20250502-160000-MACD-000-309,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-152,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1023,MARKET,BUY,0.0100,GTC,True,False,0.0100,TAKER,1846.17,0.0,['0.00923085 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,da703a0c-63b4-428f-a66d-d8024c28e85b,2025-05-02 16:00:00+00:00,2025-05-02 16:00:00+00:00
O-20250502-160000-MACD-000-310,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-153,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1024,MARKET,BUY,0.0100,GTC,False,False,0.0100,TAKER,1846.17,0.0,['0.00923085 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,04ad6e72-0d4d-4beb-b418-7ae1f3573099,2025-05-02 16:00:00+00:00,2025-05-02 16:00:00+00:00
O-20250502-160300-MACD-000-311,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-158,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1031,MARKET,BUY,0.0100,GTC,True,False,0.0100,TAKER,97626.0,0.0,['0.48813000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,1efc9207-0552-43f9-bc96-e074ec6788de,2025-05-02 16:03:00+00:00,2025-05-02 16:03:00+00:00
O-20250502-160300-MACD-000-312,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-159,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1032,MARKET,BUY,0.0100,GTC,False,False,0.0100,TAKER,97626.0,0.0,['0.48813000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,97de94dc-489a-49fe-9ece-3592e5c71ada,2025-05-02 16:03:00+00:00,2025-05-02 16:03:00+00:00
O-20250502-163300-MACD-000-313,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-160,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1043,MARKET,SELL,0.0100,GTC,True,False,0.0100,TAKER,97539.6,0.0,['0.48769800 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,9935b353-eea8-412d-ba80-af71454420f4,2025-05-02 16:33:00+00:00,2025-05-02 16:33:00+00:00
O-20250502-163300-MACD-000-314,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-161,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1044,MARKET,SELL,0.0100,GTC,False,False,0.0100,TAKER,97539.6,0.0,['0.48769800 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,67fac56c-8aa5-4f33-b27b-b60a93313245,2025-05-02 16:33:00+00:00,2025-05-02 16:33:00+00:00
O-20250502-163600-MACD-000-315,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-154,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1037,MARKET,SELL,0.0100,GTC,True,False,0.0100,TAKER,1856.22,0.0,['0.00928110 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,ac4fafab-a3bd-4fc4-a2bc-17993252c36a,2025-05-02 16:36:00+00:00,2025-05-02 16:36:00+00:00
O-20250502-163600-MACD-000-316,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-155,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1038,MARKET,SELL,0.0100,GTC,False,False,0.0100,TAKER,1856.22,0.0,['0.00928110 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,3d36873e-275a-477f-a223-736d25a1a04d,2025-05-02 16:36:00+00:00,2025-05-02 16:36:00+00:00
O-20250502-173000-MACD-000-317,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-162,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1064,MARKET,BUY,0.0100,GTC,True,False,0.0100,TAKER,97270.0,0.0,['0.48635000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,d7c1bcb2-f0b9-470f-bbc1-15c0651c2202,2025-05-02 17:30:00+00:00,2025-05-02 17:30:00+00:00
O-20250502-173000-MACD-000-318,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-163,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1065,MARKET,BUY,0.0100,GTC,False,False,0.0100,TAKER,97270.0,0.0,['0.48635000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,982811b5-92ae-477c-b41b-142904b63a2f,2025-05-02 17:30:00+00:00,2025-05-02 17:30:00+00:00
O-20250502-173600-MACD-000-319,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-156,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1059,MARKET,BUY,0.0100,GTC,True,False,0.0100,TAKER,1848.26,0.0,['0.00924130 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,330d83ee-8b75-499a-b62e-c2a1f7302ea7,2025-05-02 17:36:00+00:00,2025-05-02 17:36:00+00:00
O-20250502-173600-MACD-000-320,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-157,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1060,MARKET,BUY,0.0100,GTC,False,False,0.0100,TAKER,1848.26,0.0,['0.00924130 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,079fa927-d538-42b3-b355-bc6fbed0ee95,2025-05-02 17:36:00+00:00,2025-05-02 17:36:00+00:00
O-20250502-173900-MACD-000-321,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-158,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1062,MARKET,SELL,0.0100,GTC,True,False,0.0100,TAKER,1846.48,0.0,['0.00923240 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,aa520a16-1f65-4f1f-bfe3-db373fc8c9de,2025-05-02 17:39:00+00:00,2025-05-02 17:39:00+00:00
O-20250502-173900-MACD-000-322,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-159,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1063,MARKET,SELL,0.0100,GTC,False,False,0.0100,TAKER,1846.48,0.0,['0.00923240 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,509ac382-a04e-42ab-b000-48c2e80f03be,2025-05-02 17:39:00+00:00,2025-05-02 17:39:00+00:00
O-20250502-174500-MACD-000-323,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-160,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1066,MARKET,BUY,0.0100,GTC,True,False,0.0100,TAKER,1848.23,0.0,['0.00924115 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,fd6b16f3-5ce0-496a-aaee-5a4fda85eb1c,2025-05-02 17:45:00+00:00,2025-05-02 17:45:00+00:00
O-20250502-174500-MACD-000-324,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-161,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1067,MARKET,BUY,0.0100,GTC,False,False,0.0100,TAKER,1848.23,0.0,['0.00924115 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,7cc6aa6c-bd8b-4381-97c7-45b832cbde0a,2025-05-02 17:45:00+00:00,2025-05-02 17:45:00+00:00
O-20250502-182400-MACD-000-325,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-162,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1081,MARKET,SELL,0.0100,GTC,True,False,0.0100,TAKER,1849.78,0.0,['0.00924890 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,da10bc49-0494-42d6-b6a0-2e3c54af5bed,2025-05-02 18:24:00+00:00,2025-05-02 18:24:00+00:00
O-20250502-182400-MACD-000-326,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-163,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1082,MARKET,SELL,0.0100,GTC,False,False,0.0100,TAKER,1849.78,0.0,['0.00924890 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,54a82566-a9a7-46c2-b0a5-193d873cae3c,2025-05-02 18:24:00+00:00,2025-05-02 18:24:00+00:00
O-20250502-184800-MACD-000-327,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-164,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1092,MARKET,SELL,0.0100,GTC,True,False,0.0100,TAKER,97230.0,0.0,['0.48615000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,923e6733-0295-4b57-a149-17e5e36ae11e,2025-05-02 18:48:00+00:00,2025-05-02 18:48:00+00:00
O-20250502-184800-MACD-000-328,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-165,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1093,MARKET,SELL,0.0100,GTC,False,False,0.0100,TAKER,97230.0,0.0,['0.48615000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,aae1ca89-1f1b-4231-9319-af2c2ebcd6d9,2025-05-02 18:48:00+00:00,2025-05-02 18:48:00+00:00
O-20250502-192700-MACD-000-329,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-164,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1104,MARKET,BUY,0.0100,GTC,True,False,0.0100,TAKER,1848.15,0.0,['0.00924075 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,10dc3896-20a3-423d-9efc-2d5bd45113d2,2025-05-02 19:27:00+00:00,2025-05-02 19:27:00+00:00
O-20250502-192700-MACD-000-330,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-165,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1105,MARKET,BUY,0.0100,GTC,False,False,0.0100,TAKER,1848.15,0.0,['0.00924075 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,70ca2d91-eb8b-4047-82e2-e22ccd90b5a7,2025-05-02 19:27:00+00:00,2025-05-02 19:27:00+00:00
O-20250502-193000-MACD-000-331,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-166,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1107,MARKET,SELL,0.0100,GTC,True,False,0.0100,TAKER,1843.78,0.0,['0.00921890 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,f8056f3e-50e3-483a-9173-4d86e31095cc,2025-05-02 19:30:00+00:00,2025-05-02 19:30:00+00:00
O-20250502-193000-MACD-000-332,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-167,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1108,MARKET,SELL,0.0100,GTC,False,False,0.0100,TAKER,1843.78,0.0,['0.00921890 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,b7c671cc-40d5-47c8-a008-f2b4ff363f17,2025-05-02 19:30:00+00:00,2025-05-02 19:30:00+00:00
O-20250502-200000-MACD-000-333,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-166,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1118,MARKET,BUY,0.0100,GTC,True,False,0.0100,TAKER,96852.0,0.0,['0.48426000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,e7a37ac9-3c65-41c0-94a3-30edcf92735d,2025-05-02 20:00:00+00:00,2025-05-02 20:00:00+00:00
O-20250502-200000-MACD-000-334,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-167,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1119,MARKET,BUY,0.0100,GTC,False,False,0.0100,TAKER,96852.0,0.0,['0.48426000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,9c9b4ba0-f049-42b2-bdb0-7783f316a9af,2025-05-02 20:00:00+00:00,2025-05-02 20:00:00+00:00
O-20250502-200600-MACD-000-335,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-168,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1121,MARKET,BUY,0.0100,GTC,True,False,0.0100,TAKER,1841.64,0.0,['0.00920820 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,99accf20-0657-4243-aead-7576aa46ee42,2025-05-02 20:06:00+00:00,2025-05-02 20:06:00+00:00
O-20250502-200600-MACD-000-336,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-169,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1122,MARKET,BUY,0.0100,GTC,False,False,0.0100,TAKER,1841.64,0.0,['0.00920820 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,c8b9da6e-a2cd-41f1-ae51-18a871cc70fb,2025-05-02 20:06:00+00:00,2025-05-02 20:06:00+00:00
O-20250502-210900-MACD-000-337,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-168,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1143,MARKET,SELL,0.0100,GTC,True,False,0.0100,TAKER,96958.5,0.0,['0.48479250 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,a524fa62-5f7b-4af5-85a0-5460afb33e87,2025-05-02 21:09:00+00:00,2025-05-02 21:09:00+00:00
O-20250502-210900-MACD-000-338,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-169,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1144,MARKET,SELL,0.0100,GTC,False,False,0.0100,TAKER,96958.5,0.0,['0.48479250 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,33d60d3b-eb0d-4074-a1c7-c554dcfd55a0,2025-05-02 21:09:00+00:00,2025-05-02 21:09:00+00:00
O-20250502-211200-MACD-000-339,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-170,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1146,MARKET,BUY,0.0100,GTC,True,False,0.0100,TAKER,96983.9,0.0,['0.48491950 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,0e43fc7d-184d-497b-9bd4-d843c4ef5280,2025-05-02 21:12:00+00:00,2025-05-02 21:12:00+00:00
O-20250502-211200-MACD-000-340,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-171,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1147,MARKET,BUY,0.0100,GTC,False,False,0.0100,TAKER,96983.9,0.0,['0.48491950 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,0dacaccc-48c7-4b78-8ba6-7d300568ff05,2025-05-02 21:12:00+00:00,2025-05-02 21:12:00+00:00
O-20250502-211200-MACD-000-341,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-170,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1145,MARKET,SELL,0.0100,GTC,True,False,0.0100,TAKER,1842.3,0.0,['0.00921150 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,d07d8543-f116-4549-84df-5268ee853a27,2025-05-02 21:12:00+00:00,2025-05-02 21:12:00+00:00
O-20250502-211200-MACD-000-342,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-171,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1146,MARKET,SELL,0.0100,GTC,False,False,0.0100,TAKER,1842.3,0.0,['0.00921150 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,6fca5b0c-f178-45f1-8e1f-fb2d5fece4ef,2025-05-02 21:12:00+00:00,2025-05-02 21:12:00+00:00
O-20250502-212100-MACD-000-343,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-172,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1151,MARKET,SELL,0.0100,GTC,True,False,0.0100,TAKER,96880.1,0.0,['0.48440050 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,79938ef7-390f-4b79-9d0f-d21ae548d409,2025-05-02 21:21:00+00:00,2025-05-02 21:21:00+00:00
O-20250502-212100-MACD-000-344,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-173,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1152,MARKET,SELL,0.0100,GTC,False,False,0.0100,TAKER,96880.1,0.0,['0.48440050 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,4c005be7-2387-42e1-8a06-1a891aedc7f4,2025-05-02 21:21:00+00:00,2025-05-02 21:21:00+00:00
O-20250502-222400-MACD-000-345,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-174,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1174,MARKET,BUY,0.0100,GTC,True,False,0.0100,TAKER,96646.0,0.0,['0.48323000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,d72eb08f-7abd-44ae-967d-e168fbf8ea3d,2025-05-02 22:24:00+00:00,2025-05-02 22:24:00+00:00
O-20250502-222400-MACD-000-346,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-175,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1175,MARKET,BUY,0.0100,GTC,False,False,0.0100,TAKER,96646.0,0.0,['0.48323000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,5b4b31db-b96b-41bd-91be-88eeea3c72a0,2025-05-02 22:24:00+00:00,2025-05-02 22:24:00+00:00
O-20250502-222400-MACD-000-347,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-172,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1171,MARKET,BUY,0.0100,GTC,True,False,0.0100,TAKER,1836.89,0.0,['0.00918445 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,12dca99c-17e3-4cb3-abb3-1544a96719b3,2025-05-02 22:24:00+00:00,2025-05-02 22:24:00+00:00
O-20250502-222400-MACD-000-348,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-173,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1172,MARKET,BUY,0.0100,GTC,False,False,0.0100,TAKER,1836.89,0.0,['0.00918445 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,9f83f9f3-c72b-41c2-a766-e71be4fba3ca,2025-05-02 22:24:00+00:00,2025-05-02 22:24:00+00:00
O-20250503-001200-MACD-000-349,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-174,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1209,MARKET,SELL,0.0100,GTC,True,False,0.0100,TAKER,1840.01,0.0,['0.00920005 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,a96f3368-8e5d-4fb0-b01a-b410f7fd1fd6,2025-05-03 00:12:00+00:00,2025-05-03 00:12:00+00:00
O-20250503-001200-MACD-000-350,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-175,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1210,MARKET,SELL,0.0100,GTC,False,False,0.0100,TAKER,1840.01,0.0,['0.00920005 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,04993f26-c604-43eb-a5a6-4eee4fba5ceb,2025-05-03 00:12:00+00:00,2025-05-03 00:12:00+00:00
O-20250503-001500-MACD-000-351,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-176,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1213,MARKET,SELL,0.0100,GTC,True,False,0.0100,TAKER,96795.8,0.0,['0.48397900 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,8dec3b00-dee1-4ad9-bf33-8c328bd37edc,2025-05-03 00:15:00+00:00,2025-05-03 00:15:00+00:00
O-20250503-001500-MACD-000-352,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-177,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1214,MARKET,SELL,0.0100,GTC,False,False,0.0100,TAKER,96795.8,0.0,['0.48397900 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,13fc4cf3-2535-4529-a20b-47d55d4fcfc0,2025-05-03 00:15:00+00:00,2025-05-03 00:15:00+00:00
O-20250503-001800-MACD-000-353,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-176,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1213,MARKET,BUY,0.0100,GTC,True,False,0.0100,TAKER,1841.21,0.0,['0.00920605 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,97499d1c-5b8a-4066-905d-66a7632ddca4,2025-05-03 00:18:00+00:00,2025-05-03 00:18:00+00:00
O-20250503-001800-MACD-000-354,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-177,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1214,MARKET,BUY,0.0100,GTC,False,False,0.0100,TAKER,1841.21,0.0,['0.00920605 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,253b9cf5-2f42-4630-8908-0cf923bfdced,2025-05-03 00:18:00+00:00,2025-05-03 00:18:00+00:00
O-20250503-002100-MACD-000-355,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-178,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1216,MARKET,SELL,0.0100,GTC,True,False,0.0100,TAKER,1840.05,0.0,['0.00920025 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,570a1796-d18e-4e84-8697-b4f7b54be311,2025-05-03 00:21:00+00:00,2025-05-03 00:21:00+00:00
O-20250503-002100-MACD-000-356,OKX-MACD,MACDStrategy-000,ETH/USDT.OKX,OKX-2-179,ETH/USDT.OKX-MACDStrategy-000,OKX-001,OKX-2-1217,MARKET,SELL,0.0100,GTC,False,False,0.0100,TAKER,1840.05,0.0,['0.00920025 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,f4bb7b25-1f4f-4e6f-829f-410baf3f76c8,2025-05-03 00:21:00+00:00,2025-05-03 00:21:00+00:00
O-20250503-015700-MACD-000-357,OKX-MACD,MACDStrategy-000,BTC/USDT.OKX,OKX-1-178,BTC/USDT.OKX-MACDStrategy-000,OKX-001,OKX-1-1249,MARKET,BUY,0.0100,GTC,True,False,0.0100,TAKER,96463.0,0.0,['0.48231500 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,594253d4-290b-4765-a110-2d1ed9e86273,2025-05-03 01:57:00+00:00,2025-05-03 01:57:00+00:00
