,total,locked,free,currency,account_id,account_type,base_currency,margins,reported,info
2025-05-02 11:00:00+00:00,9905.00867160,4.97874955,9900.02992205,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09209685', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.88665270', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 11:00:00+00:00,9904.52399260,0.09209685,9904.43189575,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09209685', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 11:27:00+00:00,9903.68149260,4.98735475,9898.69413785,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09209685', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89525790', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 11:27:00+00:00,9903.19699260,0.09209685,9903.10489575,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09209685', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 11:27:00+00:00,9903.26723440,4.98554685,9898.28168755,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09209685', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89345000', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 11:27:00+00:00,9903.25807620,4.89345000,9898.36462620,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89345000', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 12:06:00+00:00,9903.21600155,4.98594782,9898.23005373,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89345000', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09249782', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 12:06:00+00:00,9903.20682690,4.89345000,9898.31337690,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89345000', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 12:09:00+00:00,9903.15617300,4.98611397,9898.17005903,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89345000', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09266397', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 12:09:00+00:00,9903.14701910,4.89345000,9898.25356910,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89345000', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 12:30:00+00:00,9903.08273765,4.98590439,9898.09683326,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89345000', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09245439', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 12:30:00+00:00,9903.07355620,4.89345000,9898.18010620,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89345000', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 12:33:00+00:00,9902.98231580,4.98618265,9897.99613315,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89345000', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09273265', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 12:33:00+00:00,9902.97317540,4.89345000,9898.07972540,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89345000', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 12:39:00+00:00,9902.86986590,4.98576804,9897.88409786,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89345000', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09231804', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 12:39:00+00:00,9902.38555640,0.09231804,9902.29323836,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09231804', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 12:45:00+00:00,9902.29247405,4.98384399,9897.30863006,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09231804', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89152595', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 12:45:00+00:00,9902.28329170,4.89152595,9897.39176575,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89152595', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 13:09:00+00:00,9901.88094120,4.98426769,9896.89667351,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89152595', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09274174', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 13:09:00+00:00,9901.39659070,0.09274174,9901.30384896,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09274174', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 13:09:00+00:00,9901.36382015,4.98468179,9896.37913836,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09274174', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89194005', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 13:09:00+00:00,9901.35464960,4.89194005,9896.46270955,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89194005', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 14:00:00+00:00,9901.32496880,4.98456261,9896.34040619,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89194005', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09262256', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 14:00:00+00:00,9901.31578800,4.89194005,9896.42384795,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89194005', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 14:03:00+00:00,9898.65034750,4.98466613,9893.66568137,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89194005', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09272608', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 14:03:00+00:00,9898.16490700,0.09272608,9898.07218092,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09272608', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 15:09:00+00:00,9898.23408700,4.99567513,9893.23841187,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09272608', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.90294905', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 15:09:00+00:00,9898.22486700,4.90294905,9893.32191795,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.90294905', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 15:12:00+00:00,9901.85736650,4.99607105,9896.86129545,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.90294905', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09312200', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 15:12:00+00:00,9901.36986600,0.09312200,9901.27674400,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09312200', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 16:00:00+00:00,9901.33893515,5.01687705,9896.32205810,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09312200', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.92375505', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 16:00:00+00:00,9901.32970430,4.92375505,9896.40594925,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.92375505', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 16:03:00+00:00,9899.58257430,5.01698664,9894.56558766,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.92375505', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09323159', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 16:03:00+00:00,9899.09444430,0.09323159,9899.00121271,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09323159', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 16:33:00+00:00,9897.74274630,5.02334459,9892.71940171,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09323159', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.93011300', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 16:33:00+00:00,9897.25504830,0.09323159,9897.16181671,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09323159', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 16:36:00+00:00,9897.34626720,5.01898139,9892.32728581,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09323159', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.92574980', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 16:36:00+00:00,9897.33698610,4.92574980,9892.41123630,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.92574980', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 17:30:00+00:00,9899.54663610,5.01948891,9894.52714719,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.92574980', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09373911', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 17:30:00+00:00,9899.06028610,0.09373911,9898.96654699,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09373911', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 17:36:00+00:00,9899.13064480,5.00587411,9894.12477069,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09373911', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.91213500', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 17:36:00+00:00,9899.12140350,4.91213500,9894.20926850,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.91213500', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 17:39:00+00:00,9899.09437110,5.00547213,9894.08889897,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.91213500', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09333713', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 17:39:00+00:00,9899.08513870,4.91213500,9894.17300370,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.91213500', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 17:45:00+00:00,9899.05839755,5.00538224,9894.05301531,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.91213500', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09324724', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 17:45:00+00:00,9899.04915640,4.91213500,9894.13702140,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.91213500', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 18:24:00+00:00,9899.05540750,5.00547062,9894.04993688,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.91213500', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09333562', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 18:24:00+00:00,9899.04615860,4.91213500,9894.13402360,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.91213500', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 18:48:00+00:00,9898.16000860,5.00554889,9893.15445971,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.91213500', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09341389', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 18:48:00+00:00,9897.67385860,0.09341389,9897.58044471,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09341389', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 19:27:00+00:00,9897.68091785,5.00352889,9892.67738896,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09341389', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.91011500', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 19:27:00+00:00,9897.67167710,4.91011500,9892.76156210,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.91011500', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 19:30:00+00:00,9897.61875820,5.00344658,9892.61531162,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.91011500', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09333158', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 19:30:00+00:00,9897.60953930,4.91011500,9892.69942430,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.91011500', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 20:00:00+00:00,9900.90527930,5.00322589,9895.90205341,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.91011500', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09311089', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 20:00:00+00:00,9900.42101930,0.09311089,9900.32790841,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09311089', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 20:06:00+00:00,9900.43321110,4.98413689,9895.44907421,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09311089', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89102600', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 20:06:00+00:00,9900.42400290,4.89102600,9895.53297690,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89102600', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 21:09:00+00:00,9901.00421040,4.98402882,9896.02018158,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89102600', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09300282', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 21:09:00+00:00,9900.51941790,0.09300282,9900.42641508,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09300282', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 21:12:00+00:00,9899.78049840,4.98940707,9894.79109133,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09300282', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89640425', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 21:12:00+00:00,9899.29557890,0.09300282,9899.20257608,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09300282', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 21:12:00+00:00,9899.29296740,4.99068977,9894.30227763,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09300282', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89768695', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 21:12:00+00:00,9899.28375590,4.89768695,9894.38606895,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89768695', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 21:21:00+00:00,9897.76135540,4.99072310,9892.77063230,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89768695', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09303615', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 21:21:00+00:00,9897.27695490,0.09303615,9897.18391875,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09303615', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 22:24:00+00:00,9899.13472490,4.98548120,9894.14924370,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09303615', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.89244505', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 22:24:00+00:00,9898.65149490,0.09303615,9898.55845875,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09303615', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-02 22:24:00+00:00,9898.69641045,4.97365915,9893.72275130,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09303615', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.88062300', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-02 22:24:00+00:00,9898.68722600,4.88062300,9893.80660300,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.88062300', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-03 00:12:00+00:00,9898.70922595,4.97338595,9893.73584000,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.88062300', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09276295', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-03 00:12:00+00:00,9898.70002590,4.88062300,9893.81940290,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.88062300', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-03 00:15:00+00:00,9899.71404690,4.97354351,9894.74050339,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.88062300', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09292051', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-03 00:15:00+00:00,9899.23006790,0.09292051,9899.13714739,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09292051', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-03 00:18:00+00:00,9899.20886185,4.98110841,9894.22775344,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09292051', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.88818790', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-03 00:18:00+00:00,9899.19965580,4.88818790,9894.31146790,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.88818790', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-03 00:21:00+00:00,9899.17885555,4.98116901,9894.19768654,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.88818790', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09298111', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-03 00:21:00+00:00,9899.16965530,4.88818790,9894.28146740,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.88818790', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}]",False,{}
2025-05-03 01:57:00+00:00,9902.01534030,4.98111043,9897.03422987,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.88818790', 'currency': 'USDT', 'instrument_id': 'BTC/USDT.OKX'}, {'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09292253', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
2025-05-03 01:57:00+00:00,9901.53302530,0.09292253,9901.44010277,USDT,OKX-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '0.09292253', 'currency': 'USDT', 'instrument_id': 'ETH/USDT.OKX'}]",False,{}
